"text","created","retweetCount","nome"
"RT @o_antagonista: Teori ignorou o código penal https://t.co/1SGpPZBIlB https://t.co/HndrWW7vGd",2016-06-27,253,"Everaldo"
"RT @BispoRodovalho: Pessoas sábias não gritam, sua força está nos argumentos, não no volume da sua voz. https://t.co/quLCX5h53E",2016-06-27,11,"Everaldo"
"RT @CarlosBolsonaro: À @policiamilitar :meus sinceros agradecimentos por seu trabalho e q um dia sejam respeitados como merecem! https://t.…",2016-06-27,334,"Everaldo"
"RT @FAXINANOPODER_: Procuradora aposentada do DF expõe manipulações na decisão do STF sobre Jair Bolsonaro; veja https://t.co/lJw5A58Lhu @p…",2016-06-26,22,"Everaldo"
"RT @PaesFalcao: @PaesFalcao @DepBolsonaro @BolsonaroSP @CarlosBolsonaro @Everaldo_20 @victoriogalli @taborelli @pscnacional https://t.co/6o…",2016-06-26,2,"Everaldo"
"RT @PSCVG20: @DepBolsonaro @CarlosBolsonaro @CarlosBolsonaro @pscnacional @Everaldo_20 @victoriogalli 30 de Junho 13:30h...Venha https://t.…",2016-06-26,2,"Everaldo"
"RT @BolsonaroSP: Waldir Maranhão acaba de voltar atrás: teremos sessões de votação nesta segunda e terça <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>",2016-06-26,98,"Everaldo"
"RT @BolsonaroSP: Não entendo como racional a posição de defender o desarmamento ou a atual inversão de valores que vivemos.

https://t.co/C…",2016-06-26,194,"Everaldo"
"RT @prjbcarvalho: Ser positivo em uma situação negativa não é ser ingênuo. É a essência da liderança.",2016-06-25,12,"Everaldo"
"RT @simoneniteroi: PT CRIANDO TENDÊNCIA... DEPOIS DA CORRUPÇÃO SISTÊMICA, INCOMPETÊNCIA GENERALIZADA E POPULISMO BARATO... LANÇAM MODA! htt…",2016-06-25,380,"Everaldo"
"RT @PrMichaelAboud: Ontem em Cuiabá foi uma noite muito especial parabéns reinaldogmorais #segredosdepaiparafilho… https://t.co/7rEvQQ9vds",2016-06-25,2,"Everaldo"
"RT @Jairomanhaes: Nesse sábado...
.

Será um tempo precioso de enriquecimento no conhecimento, para cumprir com… https://t.co/LWtaphWpDs",2016-06-25,1,"Everaldo"
"RT @MichelTemer: (AI) Confira como foi a #SemanaDoPlanalto (20 a 24 de junho). Assista
https://t.co/plLdoGwFUw",2016-06-25,98,"Everaldo"
"RT @BolsonaroSP: ""Falavam"" que a UK não sairia da UE; ""falavam"" que Trump não seria candidato; qual será a próxima da nossa corroída impren…",2016-06-25,206,"Everaldo"
"RT @Francischini_: Pimenta nos Olhos dos outros é Refresco, né Dona GLEISI??? https://t.co/ur9cI86T8W",2016-06-25,451,"Everaldo"
"@prjbcarvalho Deus te abençoe. Muitos anos de vida. Parabéns.",2016-06-24,0,"Everaldo"
"RT @GidaltiAlencar: GOSTARIA DE DAR OS PARABÉNS AO MEU AMIGO @prjbcarvalho POR MAIS UM ANO DE VIDA QUE DEUS LHE CONCEDA PAZ E SAÚDE E PROSP…",2016-06-24,1,"Everaldo"
"RT @GidaltiAlencar: SE GRITAR PEGA LADRÃO, NÃO FICA UM TESOUREIRO DO PT MEU IRMÃO  https://t.co/S04KD6MdAJ",2016-06-24,8,"Everaldo"
"RT @DepBolsonaro: +1 POLICIAL SEPULTADO AGORA NO RJ. ENQUANTO OS DIREITOS HUMANOS ESTIVEREM NAS MÃOS DE CANALHAS ISSO SERÁ UMA ROTINA. http…",2016-06-24,523,"Everaldo"
"RT @FlavioBolsonaro: As razões dos ingleses na escolha pela saída: numa única imagem! https://t.co/autCrMG2Q6",2016-06-24,107,"Everaldo"
"RT @o_antagonista: TEMER PREPARA NOVO EXPURGO PETISTA - https://t.co/zVRNaDBn9e https://t.co/ZEPWg1blCv",2016-06-24,143,"Everaldo"
"RT @PrCoty: Leia um trecho do livro Refúgio dos Anjos e inspire-se com a história de Corrie Ten Boom =&gt; https://t.co/vo86DGOST1 https://t.c…",2016-06-24,1,"Everaldo"
"RT @PMDB_Nacional: Temer nega possível taxação do agronegócio para bancar rombo da Previdência https://t.co/oBkBRRML4H (@MichelTemer)",2016-06-24,37,"Everaldo"
"RT @endireitabrasil: Tem que privatizar logo essa USP - Universidade de São Paulo que é bancada com ICMS dos mais pobres para formar... htt…",2016-06-24,2,"Everaldo"
"RT @congemfoco: Em entrevista, Temer fala sobre reforma política, previdência, eleições e Lava Jato. Veja: https://t.co/73qEbqtKyt https://…",2016-06-24,16,"Everaldo"
"RT @BlogdoEveraldo: “O homem sábio é poderoso, e quem tem conhecimento aumenta a sua força."" (Provérbios 24:5) #PastorEveraldo",2016-06-24,2,"Everaldo"
"RT @1c4b14c544d54f7: @letrasLTDA @marisascruz @Everaldo_20 @edmilsonpapo10 @GizzSousa @4FMar @mitags @o_antagonista @PastorMalafaia https:/…",2016-06-24,2,"Everaldo"
"RT @o_antagonista: URGENTE: ADVOGADO DE GLEISI É PRESO. PAULO BERNARDO TAMBÉM FOI #CustoBrasil https://t.co/cWlfFusBRf https://t.co/mein1bX…",2016-06-23,563,"Everaldo"
"RT @reaconaria: Quando @MichelTemer cortou o $ do @Brasil247, a @Folha e o @estadao deram a entender que o fez por perseguição https://t.co…",2016-06-23,15,"Everaldo"
"RT @AroldeOliveira: Lulopetismo nojento:  Ex-ministro Paulo Bernardo é preso em Brasília pela Lava Jato | Operação lava jato | G1 https://t…",2016-06-23,10,"Everaldo"
"RT @prjbcarvalho: Disciplina é a ponte entre meta e realização. Jim Rohn",2016-06-23,25,"Everaldo"
"RT @gilbertonjr: E lá se vai mais um ex-ministro, e pelo que tudo indica, a Senadora @gleisi pode ser a próxima...",2016-06-23,9,"Everaldo"
"RT @PastorMalafaia: NÃO VI A NOTÍCIA NA 1ª PÁGINA DO GLOBO, FOLHA, VEJA, O DIA, EXTRA, QUE O ASSASSINO DA BOATE DE ORLANDO TAMBÉM ERA GAY.",2016-06-23,114,"Everaldo"
"RT @elder31: Por @braynerr : Sobre disputa para presidente da Câmara, ldeputado @AndreMourapsc_ não manifesta desejo de disputar https://t.…",2016-06-23,2,"Everaldo"
"RT @marcofeliciano: #somostodosbolsonaro https://t.co/GcaEdIl9WS",2016-06-23,209,"Everaldo"
"RT @flaviomorgen: @Everaldo_20 @taiguara_sousa @sensoinc @DepBolsonaro Muito honrado pela divulgação, pastor!",2016-06-23,1,"Everaldo"
"RT @BolsonaroSP: #SomosTodosBolsonaro",2016-06-23,438,"Everaldo"
"RT @flaviomorgen: Jair Bolsonaro e os donos do poder: a questão real - por @taiguara_sousa no @sensoinc: https://t.co/c9fVyVBIdz https://t.…",2016-06-22,90,"Everaldo"
"RT @ufcdedireita: I Simpósio Direita na Terra da Luz (https://t.co/QwySKLZiHc) @Everaldo_20 https://t.co/f3zpDPX7vT",2016-06-22,1,"Everaldo"
"“A recompensa da humildade e do temor do Senhor são a riqueza, a honra e a vida.” (Provérbios 22:4) #PastorEveraldo",2016-06-22,2,"Everaldo"
"RT @Niltonaprigio: @Everaldo_20 Isso se chama Brasil #SomosTodosBolsonaro https://t.co/3w5Tsn5abg",2016-06-22,1,"Everaldo"
"RT @reaconaria: As ações para eliminar o “risco Bolsonaro” começaram com golpe baixo e eficiente https://t.co/IjmKH9uMrY",2016-06-22,13,"Everaldo"
"RT @o_antagonista: EXCLUSIVO: LÉO PINHEIRO CITA LULA EM DEZ CRIMES https://t.co/1u6FM0Svux https://t.co/h8QlwtDvFD",2016-06-22,341,"Everaldo"
"RT @BolsonaroSP: #SomosTodosBolsonaro 
@joicehasselmann comenta a admissibilidade do processo de Jair Bolsonaro no STF:

https://t.co/RXaT0…",2016-06-22,1543,"Everaldo"
"RT @DepBolsonaro: COLETIVA DE IMPRENSA: STF torna Bolsonaro (PSC-RJ) réu no Caso Maria do Rosário (PT-RS): https://t.co/FopxaXgS0K",2016-06-22,414,"Everaldo"
"“Todos os caminhos do homem lhe parecem justos, mas o Senhor pesa o coração.” (Provérbios 21:2)",2016-06-21,3,"Everaldo"
"RT @Jairomanhaes: .
SE VC ESTÁ DETERMINADO A  APRENDER, NINGUÉM PODE TE PARAR.
Se vc não quer aprender, ninguém… https://t.co/PXoEFV1d7h",2016-06-21,2,"Everaldo"
"“Não seja vingativo; confie em Deus, o Senhor, e ele fará justiça a você."" (Provérbios 20:22)",2016-06-20,2,"Everaldo"
"RT @blogdojefferson: Professores da UnB vão fazer greve até Dilma voltar. Também deviam devolver o salário nos meses não trabalhados. https…",2016-06-19,119,"Everaldo"
"RT @blogdojefferson: Professores da UnB aprovaram greve. Só voltam quando Dilma voltar. E se Dilma não voltar, nunca mais darão aula? https…",2016-06-19,86,"Everaldo"
"“Agir sem pensar não é bom; quem se apressa erra o caminho.” (Provérbios 19:2)",2016-06-19,5,"Everaldo"
"RT @DepBolsonaro: Estamos agora no divertido programa Mega Senha, na RedeTV. Com @bolsonarosp . https://t.co/x8mgokDLhC",2016-06-19,229,"Everaldo"
"RT @EsterBatista: Estamos na Cerimônia de BODAS DE PRATA dos #Amigos Pastores 'Keila e Samuel Ferreira'… https://t.co/1hJ0LLWcKE",2016-06-18,1,"Everaldo"
"RT @BolsonaroSP: Hoje 23h, na RedeTV, eu e @DepBolsonaro no MEGA SENHA de Marcelo Carvalho! Intenção é descontrair e não política!<U+263A><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+008D> https…",2016-06-18,85,"Everaldo"
"RT @GidaltiAlencar: NÃO SE FAZ MAIS FILHOS COMO ANTIGAMENTE! https://t.co/D6hwuF9LFt",2016-06-18,1,"Everaldo"
"RT @bbcbrasil: A surpreendente história da mãe de Trump, que chegou aos EUA com US$ 50 no bolso https://t.co/xxU5PFaPnB https://t.co/nVGL2Y…",2016-06-18,16,"Everaldo"
"@_SaraWinter Parabéns. Muita saúde. Deus te abençoe. Abraços.",2016-06-18,0,"Everaldo"
"RT @prjbcarvalho: Não posso voltar para ontem porque eu era uma pessoa diferente. Lewis Carroll",2016-06-18,15,"Everaldo"
"RT @DepBolsonaro: TUDO PELOS POBRES E MULHERES: Delação revela q COMUNISTAS JANDIRA e GRAZZIOTIN , cobravam propina por construções do MINH…",2016-06-18,1470,"Everaldo"
"RT @_SaraWinter: Hoje eu faço 24 anos e é meu primeiro ano limpa de toda sujeira dos movimentos de… https://t.co/is1VuNmgIP",2016-06-18,17,"Everaldo"
"RT @AndreMourapsc_: APROVAÇÃO DA REDUÇÃO DA MAIORIDADE PENAL FAZ ANIVERSÁRIO
Ontem completou exatos 365 dias que o… https://t.co/lexq7De1vF",2016-06-18,2,"Everaldo"
"“O nome do Senhor é como uma torre forte para onde as pessoas direitas vão e ficam em segurança.” (Provérbios 18:10)",2016-06-18,3,"Everaldo"
"RT @AndreMourapsc_: LÌDER DO GOVERNO  E PREFEITO DE MARUIM SE REÚNEM EM ARACAJU
O Prefeito de Maruim, Jeferson… https://t.co/Ovl9cCPcue",2016-06-18,1,"Everaldo"
"RT @pscnacional: #PSC20 é contra ação no STF que questiona a constitucionalidade da criminalização do porte de drogas para usuários. https:…",2016-06-18,16,"Everaldo"
"“Há duas coisas que o Senhor Deus detesta: que o inocente seja condenado e que o culpado seja declarado inocente.” (Provérbios 17:15)",2016-06-17,4,"Everaldo"
"RT @reinaldoazevedo: Aplauso: Temer quer reduzir EBC e fechar a milionária TV Brasil, a TV Traço https://t.co/8pBwJ2BPxx via @veja",2016-06-17,176,"Everaldo"
"RT @AndreMourapsc_: GILMAR CARVALHO ENTREVISTA ANDRÉ MOURA
Na manhã desta sexta-feira (17) o líder do governo Michel… https://t.co/0UWb4IwI…",2016-06-17,3,"Everaldo"
"RT @machellogomes: #Entrevista
MIX FM 
Líder do Gov. @AndreMourapsc_ fala a @gilmarcarvalho.
#Acompanhe https://t.co/3DPqUm7qrA",2016-06-17,3,"Everaldo"
"RT @elder31: ""Minha indicação para liderar bancada governista foi fruto do meu empenho parlamentar@"", @AndreMourapsc_ https://t.co/skvVfHVp…",2016-06-17,3,"Everaldo"
"RT @reinaldoazevedo: Vídeo revela que Machado decidiu pôr Temer no rolo, mas sem acusá-lo. E momentos que embrulham o estômago https://t.co…",2016-06-17,104,"Everaldo"
"RT @neatpart: @samchand https://t.co/UrYrZqVDuK",2016-06-16,9,"Everaldo"
"RT @MichelTemer: (AI) “Não deixarei passar em branco afirmações levianas”. Veja a íntegra da declaração do presidente Michel Temer: https:/…",2016-06-16,97,"Everaldo"
"“Confia ao Senhor as tuas obras, e teus pensamentos serão estabelecidos.” (Provérbios 16:3)",2016-06-16,3,"Everaldo"
"“A insensatez alegra quem não tem bom senso, mas o homem de entendimento procede com retidão.” (Provérbios 15:21)",2016-06-15,1,"Everaldo"
"RT @pscnacional: Amanhã, às 16h, encontro estadual em Palmas do #PSC20,com a presença do presidente,@Everaldo_20 e do @DepBolsonaro. https:…",2016-06-15,4,"Everaldo"
"RT @AndreMourapsc_: ""DEBATE BRASIL"" DISCUTE MEDIDAS ECONÔMICAS DO GOVERNO TEMER: https://t.co/Zue6trpGaI via @YouTube",2016-06-15,2,"Everaldo"
"RT @PastorMalafaia: Usamos os meios legais e democráticos para nos defender, VIOLÊNCIA,JAMAIS! O JORNAL O DIA promove um jornalismo covarde…",2016-06-15,51,"Everaldo"
"RT @AndreMourapsc_: VOTAÇÕES DA SEMANA SÃO DEFINIDAS POR ANDRÉ MOURA E O MINISTRO GEDDEL 
Na manhã desta terça-feira… https://t.co/st282G6v…",2016-06-15,2,"Everaldo"
"RT @Eyshila1: O Senhor deu, o Senhor tomou. Louvado seja o nome do Senhor. Obrigada a todos que nos cobriram… https://t.co/4raCGqCpAw",2016-06-15,1808,"Everaldo"
"RT @AndreiaSadi: Ministro T Jardim recebeu uma carta do ex-presidente americano Jimmy Carter hj. Ele manifesta apoio a Temer. Aqui <ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> https…",2016-06-14,269,"Everaldo"
"RT @RachelSherazade: Já já tem #SBTBRASIL com as principais notícias do Brasil e do mundo. Eu e @joseval_peixoto esperamos vcs! Até lá! htt…",2016-06-13,51,"Everaldo"
"RT @samchand: Happiness.
https://t.co/6XT9xUSyQ6 https://t.co/xFk2l3iMsl",2016-06-13,7,"Everaldo"
"RT @AndreMourapsc_: #Tradição
20a. CAVALGADA DO POVOADO SÃO JOSÉ/JAPARATUBA
Neste domingo (12), o líder do governo… https://t.co/QS56I3gOD5",2016-06-12,1,"Everaldo"
"RT @rfmotoki: Você pagou 12,00 pelo kg de feijão?  Lembre se que o Brasil tinha estoque regulador até o ano passado! https://t.co/RwboYbFil6",2016-06-12,422,"Everaldo"
"RT @BispoRodovalho: Nosso neto Jojô no louvor hoje na Embaixada.. https://t.co/N0fabMpCB1",2016-06-12,3,"Everaldo"
"RT @joicehasselmann: UM MÊS DE GOVERNO TEMER E UM GRANDE DESAFIO: https://t.co/KetAmAD8qh via @YouTube",2016-06-12,51,"Everaldo"
"RT @MichelTemer: (AI) #NovoGoverno propõe reforma da Previdência em diálogo com Centrais Sindicais. https://t.co/ktq4jvyEhy",2016-06-12,86,"Everaldo"
"RT @PrJoelBSerra: https://t.co/eQWmegFA87",2016-06-12,9,"Everaldo"
"RT @Liechoscki: Fecha e acabou!
<ed><U+00A0><U+00BD><ed><U+00B8><U+0088><ed><U+00A0><U+00BD><ed><U+00B8><U+0088><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> https://t.co/npVcvobME4",2016-06-12,9,"Everaldo"
"RT @luciovl_: Só para o PT não esquecer que, quando o povo quer ele consegue impor sua vontade ! Viva a Democracia ! https://t.co/wH9gPo6OQ9",2016-06-12,25,"Everaldo"
"RT @AnaPaul03819007: Temer estragou o País? Dilma, você é muito vigarista mesmo! Quem estragou o país foi você! #DesapegaDoLultaTeori https…",2016-06-11,236,"Everaldo"
"RT @muylaerte: Vaccari denuncia organização criminosa: ""Se eu falar, entrego a alma do PT e a CUT me mata"" https://t.co/kSuw8qZvYW https://…",2016-06-11,86,"Everaldo"
"RT @Focaremudar: Janot é uma vergonha, já vazou que vai investigar todo mundo menos PT @MPF_PGR @STF_oficial VERGONHA #DesapegaDoLulaTeori",2016-06-11,9,"Everaldo"
"RT @JornalOGlobo: EBC virou ‘cabide de emprego’ e símbolo de aparelhamento político, diz ministro. https://t.co/1w1GTh0Na5 https://t.co/xL7…",2016-06-11,161,"Everaldo"
"RT @ProBra: Povo não comparece a protesto contra Temer. Somente militantes profissionais do lulopetismo atendem ao chamado. https://t.co/au…",2016-06-11,68,"Everaldo"
"RT @marcofeliciano: 1) Em 1913, Lênin escreveu o ""Decálogo"" que apresentava ações táticas para a tomada do Poder. https://t.co/U89vDFP0BL",2016-06-11,270,"Everaldo"
"RT @BolsonaroSP: Parabéns Marinha do Brasil! @MichelTemer , não deixe o Prosub morrer! https://t.co/fnbhFgkaWQ https://t.co/6mPvb5WjvS",2016-06-11,56,"Everaldo"
"RT @prjbcarvalho: Você não pode nadar para novos horizontes, até que você tenha coragem de perder de vista a costa. William Falkner",2016-06-11,19,"Everaldo"
"RT @Maelmarques: Esses 3 defendem a Dilma dos crimes, mas claro todos estão envolvidos no Petrolão! #31dejulhoEUVOU e VC? https://t.co/UXRi…",2016-06-11,6,"Everaldo"
"RT @AndreMourapsc_: ENTREVISTA AO CIDADE ALERTA/SERGIPE: https://t.co/usTlIt9eqO via @YouTube",2016-06-11,1,"Everaldo"
"RT @reinaldoazevedo: Chilique de Janot é irrelevante; ele deveria ter advertido Dallagnol, que abraçou a tese do PT! https://t.co/hC8X4eAMVR",2016-06-11,92,"Everaldo"
"RT @o_antagonista: Serra no ataque: alguém tinha que falar duro com Maduro https://t.co/yYJcMvGQn9 https://t.co/eqVkKFQlOB",2016-06-11,263,"Everaldo"
"RT @Maelmarques: Desabafo de um filho de uma das centenas de vítimas da guerrilheira @dilmabr 
Vale ler e dá um RT
Dilma nunca mais! https:…",2016-06-11,3,"Everaldo"
"RT @AndreMourapsc_: RADIALISTAS
O líder do governo, deputado federal André Moura (PSC/SE), esteve com o coordenador… https://t.co/NjWDe4MWfV",2016-06-10,2,"Everaldo"
"RT @_SaraWinter: Que delícia esses anjinhos e mamães salvos do aborto!

Conheçam o projeto Associação Santos… https://t.co/K3eT3f7Sbm",2016-06-10,7,"Everaldo"
"RT @MichelTemer: #FOTO Presidente em exercício Michel Temer recebe centrais sindicais no Palácio do Jaburu. https://t.co/gaen1bI8Vl",2016-06-10,52,"Everaldo"
"RT @MBLivre: Mitada do Gilmar Mendes hoje cedo. https://t.co/U9XIwx0sWD",2016-06-10,364,"Everaldo"
"RT @elder31: ""Projetos têm impacto na União, deverão ser analisados, devido crise e momento que estamos vivendo”, @AndreMourapsc_ https://t…",2016-06-10,3,"Everaldo"
"#Foto #PastorEveraldo e os pré-candidatos do #PSC à Presidência da República e à Prefeitura de Campo Grande. https://t.co/ODEe83k4XE",2016-06-09,4,"Everaldo"
"RT @RachelSherazade: A gente chega já já com o #SBTBRASIL. As principais notícias do Brasil e do mundo a partir das 19:45h Esperamos você h…",2016-06-09,48,"Everaldo"
"RT @CarlosBolsonaro: RT @DepBolsonaro: BLOG FAMÍLIA BOLSONARO: MENSAGEM IMPAGÁVEL / MELHOR VITÓRIA NÃO HÁ.  https://t.co/z0nJmMXJ92 via @fo…",2016-06-09,26,"Everaldo"
"RT @elder31: Acompanhado @Everaldo_20 , @AndreMourapsc_ recebe visita @eduardoamorimse @prefeitoelinho Marival e Zé Arinaldo https://t.co/T…",2016-06-08,1,"Everaldo"
"RT @DepEduardoCunha: https://t.co/uBcw2ZV4Cu",2016-06-07,102,"Everaldo"
"RT @AndreMourapsc_: Daqui a pouco teremos reunião com os líderes da base e o ministro da Secretaria de Governo, Geddel Vieira Lima.",2016-06-07,3,"Everaldo"
"RT @AndreMourapsc_: MINISTRO DO PLANEJAMENTO E LÍDER DO GOVERNO DISCUTEM PROJETOS QUE BENEFICIARÃO O PAÍS
Para… https://t.co/gjLhUgMGzg",2016-06-07,3,"Everaldo"
"RT @blogdojefferson: Lewandowski rejeitou recurso dos petistas para cancelar sessão hoje da comissão do impeachment. Eles não ganham uma. h…",2016-06-06,119,"Everaldo"
"RT @RachelSherazade: Logo mais tem #SBTBRASIL com as principais notícias do Brasil e do mundo. Eu e @joseval_peixoto esperamos você! https:…",2016-06-06,50,"Everaldo"
"RT @BispoRodovalho: Nunca ponha a sua espada no chão. O inimigo teme a espada que sai da sua boca: a palavra do Senhor. https://t.co/77bieC…",2016-06-06,117,"Everaldo"
"RT @o_antagonista: Exclusivo: @dilmabr repassou R$ 11 milhões a blogueiros em 2016 #blogspetistas https://t.co/nDzMtnOLbo https://t.co/8gPV…",2016-06-06,551,"Everaldo"
"RT @Paulox36: Na Inglaterra o 1º ministro viaja de Metrô. Aqui, a presidente afastada exige jatos e helicópteros! #ForaDilma https://t.co/v…",2016-06-06,612,"Everaldo"
"RT @DepBolsonaro: O fascismo e os boçais: por @OdeCarvalho https://t.co/YEeKd1pEmZ",2016-06-06,543,"Everaldo"
"RT @bbcbrasil: #MAISLIDAS Neurocientista sugere gerir universidade como empresa e 'demitir quem não produz' https://t.co/PsuajSA3oH https:/…",2016-06-05,66,"Everaldo"
"RT @reaconaria: Ação estudantil de direita na UnB https://t.co/R2eU60rSZz",2016-06-05,11,"Everaldo"
"RT @joicehasselmann: ESPIE AS NOVIDADES SOBRE SÉRGIO MORO PESSOAL: https://t.co/GxtnjwwAil via @YouTube",2016-06-05,66,"Everaldo"
"RT @MichelTemer: Quero expressar meus sentidos pêsames pela perda desse grande brasileiro, Jarbas Passarinho.",2016-06-05,243,"Everaldo"
"RT @DepBolsonaro: Parabéns aos 235 aspirantes da Escola Naval q hj receberam seus espadins. Brasil acima de tudo. Deus acima de todos! http…",2016-06-05,139,"Everaldo"
"RT @CarlosBolsonaro: 100.000 seguidores no Facebook. Obrigado a todos pela consideração! https://t.co/3qc5fwaHuM",2016-06-05,74,"Everaldo"
"RT @samchand: Tests.
https://t.co/6XT9xUSyQ6 https://t.co/tY1B2Qlu5G",2016-06-04,14,"Everaldo"
"RT @geddel_: Bom qdo se tem dignidade para corrigir erros https://t.co/mbtr7nEGR7",2016-06-04,21,"Everaldo"
"RT @DepJefferson: ALEGRE-SE! DEUS AMA VOCÊ!

 Você tem muito valor. Você é uma pessoa muito especial. Deus colocou o seu coração em... http…",2016-06-04,1,"Everaldo"
"RT @Maelmarques: TWITAÇO DO SABADÃO, ÀS 17H.
Quem é #ForaDilma, compartilha e ajuda! Juntos somos mais! https://t.co/PmfAMtn2n8",2016-06-04,2,"Everaldo"
"RT @reaconaria: Cerveró, Youssef, Odebrecht, Léo Pinheiro, a esposa de João Santana, a dona da Pepper ... Todos entregam Dilma! https://t.c…",2016-06-04,61,"Everaldo"
"RT @marcofeliciano: Só assim entendemos o choro dos ""istudamtis"" dirigentes da @uneoficial protetores da Pátria Educadora - CPI JÁ https://…",2016-06-04,311,"Everaldo"
"RT @Rconstantino: As delações bombásticas: acaba a farsa da ""presidenta íntegra"". Ou: Odebrecht entrega cabeça de Dilma 
https://t.co/SU1Md…",2016-06-04,183,"Everaldo"
"RT @FlavioBolsonaro: Pais e mães, é isso que esperam que seus filhos aprendam nas escolas???
#EscolaSemPartido https://t.co/3vhtjyt3te",2016-06-04,136,"Everaldo"
"RT @GidaltiAlencar: A CASA DA ESPOSA DO DIABO CAIU
DILMA PENSOU QUE IA ENGANAR O POVO ATÉ QUANDO? https://t.co/2bncERsH5w",2016-06-04,4,"Everaldo"
"RT @DepEduardoCunha: Querem fingir de imparciais no Jornal da Globo de pequena audiencia,depois da covardia da audiencia do Jornal Nacional",2016-06-04,80,"Everaldo"
"RT @DepEduardoCunha: E so estao fazendo isso devido a meu protesto,senao o Jornal da Globo iria ser igual ao Jornal Nacional,um massacre",2016-06-04,64,"Everaldo"
"RT @RachelSherazade: Por falar em estupro coletivo... https://t.co/55lrkZdi6K",2016-06-04,834,"Everaldo"
"RT @rodrigo_rangel: Eis a capa de @veja. https://t.co/FSMR17iuzS",2016-06-04,50,"Everaldo"
"RT @RevistaISTOE: Na capa da ISTOÉ desta semana, a delação q coloca Dilma no centro de ação criminosa. Leia em https://t.co/e17LRlBbuG http…",2016-06-04,728,"Everaldo"
"RT @RachelSherazade: Direitos iguais ou hipocrisia de gênero? https://t.co/QvL7iD6siy",2016-06-04,1005,"Everaldo"
"RT @geddel_: Porreta, ela é uma jovem, negra e pobre! Cara de pau deixou o Brasil quebrado e vem bancar a retada https://t.co/s6jE1rh9Qo vi…",2016-06-03,37,"Everaldo"
"RT @AndreMourapsc_: UNALE HOMENAGEIA ANDRÉ MOURA
Na manhã desta sexta-feira (03), o líder do governo, deputado… https://t.co/SSkMIWQ093",2016-06-03,2,"Everaldo"
"RT @BlogdoNoblat: Dilma acusa o PMDB de querer o poder p/impedir a Lava-Jato. E o q ela queria ao nomear Lula ministro? E Lula, quando acei…",2016-06-03,410,"Everaldo"
"RT @philip_shelley: Great conference in April @samchand ""Growth equals change. Change equals loss.Loss equals Pain.Growth equals Pain."" htt…",2016-06-03,2,"Everaldo"
"RT @EliseuPadilha: Impeachment no Senado. Afirmei 1 dia antes, para o Jornal ZH, que o sim teria 55 votos. Hoje eu só sei que vamos ter mai…",2016-06-03,121,"Everaldo"
"RT @FlavioBolsonaro: Café com o PSC Mulher! Estas sim, representam as mulheres brasileiras! https://t.co/huGiTuO8zF",2016-06-02,89,"Everaldo"
"RT @FlavioBolsonaro: Meu nome está colocado como pré-candidato a Prefeito do Rio! Obrigado a todos pela presença e vamos com tudo! https://…",2016-05-31,309,"Everaldo"
"RT @bschopenhauer: Exemplo de @MichelTemer: demite quem está sob suspeita. Dilma nomeou o denunciado Lula à Casa Civil, para ele bloquear a…",2016-05-31,116,"Everaldo"
"RT @JornalOGlobo: MP encontra irregularidades em R$ 2,5 bilhões pagos pelo Bolsa Família. https://t.co/KmmEKr3jpp https://t.co/4p4sDcxIkR",2016-05-31,151,"Everaldo"
"RT @UOL: Pagamentos entre 2013 e 2014: MP aponta fraudes de R$ 2,5 bi no Bolsa Família https://t.co/Y908FDR2ny",2016-05-31,47,"Everaldo"
"RT @BlogdoNoblat: Pelo menos até aqui, Temer manda embora ministro sob suspeita. Lula, suspeito, foi mandado por Dilma p/dentro do governo…",2016-05-31,971,"Everaldo"
"RT @AluisioEscritor: #TeoriDevolveOLula @AvanteTemer Agora é assim, se envolveu em corrupção-ADEUS @anaamelialemos @AnaPaulaVolei @Rede45 h…",2016-05-31,13,"Everaldo"
"RT @GidaltiAlencar: https://t.co/jrGnfAB9w4",2016-05-30,6,"Everaldo"
"RT @Alexxbh: Jornal francês "" Le Figaro"" chama Dilma Rousseff de ex-guerrilheira autoritária e ineficaz https://t.co/YBTbopgggm via @wordpr…",2016-05-29,60,"Everaldo"
"RT @AnaPaul03819007: Nesse momento é de extrema importância nosso apoio a Temer. OBS: o impeachment ainda não foi concluído. #AvanteTemer h…",2016-05-28,278,"Everaldo"
"RT @samchand: Happiness.
https://t.co/6XT9xUSyQ6 https://t.co/a8pygoFZAw",2016-05-28,39,"Everaldo"
"RT @GidaltiAlencar: Uma alegria estar aqui na Escola de Sabedoria em Belém com meu amigo @prmarcoapeixoto que acabou de ministrar! https://…",2016-05-27,6,"Everaldo"
"RT @joseluisfreita2: A DEMOCRACIA NUNCA FOI UM IDEAL PETISTA. QUANDO ELES FALAM A PALAVRA DEMOCRACIA, ESTÃO FALANDO SOCIALISMO/COMUNISMO ht…",2016-05-27,134,"Everaldo"
"RT @prtiagocoelho: Parabéns @PrSilasFilho . Arrebenta no 20 Fogo Para O Brasil, estou orando e torcendo por você. #nadaédonada https://t.co…",2016-05-27,3,"Everaldo"
